frequency_hz,afe_av_port_real,afe_av_port_imag,afe_av_port_magnitude_db,afe_av_port_phase_deg_unwrapped,afe_av_port_group_delay_s,channel_output_symbol_spectrum_real,channel_output_symbol_spectrum_imag,channel_output_symbol_spectrum_db_relative_to_tx_dc,afe_output_symbol_spectrum_real,afe_output_symbol_spectrum_imag,afe_output_symbol_spectrum_db_relative_to_tx_dc
273437500.0,1.9954053756399923,0.11033647650432397,6.013881342009496,3.164962457435,-3.208645845748415e-11,0.3221470137209688,-0.7275962678876596,-1.9847622210356994,0.7230942914416121,-1.4163049378282706,4.0291191209737995
300781250.0,1.9954354541330221,0.12137201087845544,6.016791453671857,3.480717458571932,-3.206597568129927e-11,0.23970148057084387,-0.7494855375554933,-2.0817931307945656,0.56927539955667,-1.4664569632907518,3.9349983228772927
328125000.0,1.9954684114807815,0.1324080841114595,6.019976744973353,3.7962613536605794,-3.2043570775117134e-11,0.16077055744820903,-0.7616684008019635,-2.175374629616189,0.42166362256248463,-1.4985979123301527,3.844602115357164
355468750.0,1.99550425156444,0.1434447450973241,6.023436680763216,4.111575258207051,-3.201925147242504e-11,0.07856666704853361,-0.7663604654295137,-2.2659311863457923,0.26671049974279987,-1.5180055914675745,3.7575054944174244
382812500.0,1.9955429786020211,0.15448204270574073,6.027170680726611,4.426640367023947,-3.199302614926543e-11,0.0008717990660902441,-0.762622067985075,-2.353806958711334,0.11955112737989888,-1.5217104357940112,3.673363722015278
410156250.0,1.9955845971482462,0.1655200257800841,6.031178119722344,4.741437960520714,-3.196490381689964e-11,-0.07810709764127104,-0.7511040898437173,-2.4392855820470056,-0.03154655266641589,-1.5118200413623657,3.5918925376753386
437500000.0,1.9956291120943583,0.17655874313539313,6.0354583281455865,5.055949410919159,-3.1934894113943956e-11,-0.1516712310536125,-0.7324055572571936,-2.522604098097644,-0.17336691950307165,-1.4883887338467707,3.5128542300479437
464843750.0,1.9956765286679383,0.1875982435563536,6.040010592315207,5.370156188388985,-3.190300729798843e-11,-0.2246775174088124,-0.706087565311356,-2.603963014774244,-0.31592286096275657,-1.4512714889086582,3.436047577540963
492187500.0,1.9957268524327056,0.1986385757952816,6.0448341548852405,5.684039867098306,-3.18692542367126e-11,-0.29149756990677644,-0.6738701528256865,-2.6835337345573773,-0.4478929202535904,-1.4027634211812212,3.3613004203278645
519531250.0,1.995780089288312,0.20967978857010916,6.049928215279982,5.997582131174265,-3.1833646398511585e-11,-0.3561118842203645,-0.6345622375015112,-2.7614641468739176,-0.5776661322920557,-1.3411161436103864,3.288464068406064
546875000.0,1.995836245470114,0.2207219305623702,6.055291930152176,6.310764780569003,-3.17961958426495e-11,-0.4139378142779921,-0.5906818355037929,-2.837882910389244,-0.6957756580261715,-1.2702693703394918,3.21740901976293
574218750.0,1.9958953275489404,0.2317650504151896,6.060924413863784,6.623569736826426,-3.175691520895332e-11,-0.46814317214821766,-0.540538543532429,-2.9129027818671642,-0.8090868271214204,-1.1873575792909434,3.1480216319966203
601562500.0,1.9959573424308414,0.2428091967312722,6.066824738988711,6.9359790487452715,-3.171581770706526e-11,-0.5151530001442125,-0.4871865282097157,-2.98662323888394,-0.9099300435402189,-1.097487414272294,3.080201500104775
628906250.0,1.9960222973568293,0.25385441807089504,6.0729919368369565,7.247974897934274,-3.167291710527043e-11,-0.5573907387106645,-0.4286315332850257,-3.0591325712795268,-1.0037543343577748,-0.9970541994006593,3.0138593655574297
656250000.0,1.996090199902605,0.264900762949901,6.079424997999501,7.559539604255283,-3.162822771891432e-11,-0.5922374292804131,-0.3682457945105888,-3.130509567239112,-1.0846107366831974,-0.8919359684418043,2.948915430760391
683593750.0,1.996161057978271,0.27594827983769327,6.086122872913357,7.8706556311504,-3.1581764398434024e-11,-0.6214445167080982,-0.30388468869926,-3.200824886086004,-1.156646886831259,-0.7780893270974787,2.885297986827356
710937500.0,1.996234879828032,0.2869970171552342,6.093084472446092,8.181305590849453,-3.1533542517014555e-11,-0.6432843607822795,-0.23905467623338938,-3.270142186128417,-1.2155386996254731,-0.661829975610215,2.8229422863176765
738281250.0,1.9963116740298823,0.29804702327304294,6.100308668499135,8.491472249454123,-3.148357795789365e-11,-0.6589117872975003,-0.17158157916896724,-3.3385190589484854,-1.2642539142180962,-0.5389170063470322,2.761789609550653
765625000.0,1.9963914494952875,0.3090983465091998,6.10779429462927,8.801138531895484,-3.143188710133252e-11,-0.6674140947810214,-0.10495113278691501,-3.406007809248332,-1.2999795704847659,-0.41582013724438976,2.7017864853809384
792968750.0,1.9964742154688404,0.32015103512734755,6.115540146687443,9.110287526761608,-3.137848681127143e-11,-0.6694265267455553,-0.03705377873258655,-3.4726561103565428,-1.324629994181746,-0.2882945093045913,2.6428840363309023
820312500.0,1.9965599815279182,0.3312051373346997,6.123544983474359,9.41890249099239,-3.1323394421692924e-11,-0.664765005714932,0.028774641073887892,-3.5385075587986,-1.336773516479245,-0.1627232881621624,2.5850374246757566
847656250.0,1.996648757582314,0.34226070128004793,6.131807527411944,9.726966854438688,-3.12666277227076e-11,-0.6536224397034838,0.0945073097216024,-3.6036021463033414,-1.3374005702632883,-0.035011372047205835,2.528205381108604
875000000.0,1.9967405538738725,0.3533177750517755,6.1403264652301415,10.034464224283196,-3.120820494638641e-11,-0.6364492234464653,0.15706360575255301,-3.6679766637867446,-1.3263173386631926,0.08874644758224486,2.472349801443399
902343750.0,1.9968353809760906,0.3643764066758683,6.14910044866804,10.341378389320669,-3.114814475235795e-11,-0.613071935677201,0.2182278114170318,-3.73166504892772,-1.3037207980046102,0.21237606599462958,2.4174353997403215
929687500.0,1.9969332497937307,0.37543664411393407,6.158128095188843,10.647693324095243,-3.1086466213193694e-11,-0.5844757727442351,0.27525738181283904,-3.794698686670817,-1.2705008119872474,0.3302369953082323,2.363429408518024
957031250.0,1.9970341715624031,0.3864985352612212,6.167407988707664,10.953393192892921,-3.102318879959812e-11,-0.5501943750839667,0.3297118069041004,-3.8571066702222367,-1.2261900984708693,0.4457964250761571,2.31030131848543
984375000.0,1.9971381578481395,0.3975621279446401,6.17693868033156,11.258462353587332,-3.095833236542415e-11,-0.5116449894154291,0.3792481578429763,-3.918916028708033,-1.1726004362844993,0.5540002965776113,2.2580226516235244
1011718750.0,1.997245220546963,0.40862746992078963,6.186718689110915,11.562885361337209,-3.0891917132538785e-11,-0.4681378491099139,0.42517962464890613,-3.9801519265542087,-1.1087261559740644,0.657893988348035,2.2065667625567076
1039062500.0,1.997355371884436,0.4196946088739852,6.196746502801457,11.86664697213419,-3.082396367555598e-11,-0.42141888729582117,0.46560426580699843,-4.040837838769878,-1.0371348785817973,0.7531099464061873,2.155908664031578
1066406250.0,1.9974686244151976,0.43076359241429024,6.2070205786360555,12.169732146199717,-3.075449290645436e-11,-0.37063952558102564,0.501579805252595,-4.100995705596166,-0.9564031421093008,0.8422319101023329,2.10602487303989
1093750000.0,1.9975849910224939,0.44183446807555055,6.21753934410561,12.472126051230008,-3.068352605910542e-11,-0.3177728228468992,0.5316677546777148,-4.160646069418391,-0.8696873610547662,0.9216485408034065,2.0568932746872184
1121093750.0,1.99770448491769,0.4529072833134329,6.228301197748162,12.773814065488354,-3.061108467373025e-11,-0.26187016594697426,0.5566716401705486,-4.219808196362891,-0.7752598452256863,0.9934625267553095,2.008493001385273
1148437500.0,1.9978271196397732,0.4639820855034665,6.239304509945507,13.074781780744074,-3.053719058129987e-11,-0.20503427292682752,0.5756214269389569,-4.278500184624062,-0.6767010610404574,1.054859867832116,1.9608043253214444
1175781250.0,1.9979529090548402,0.4750589219390867,6.250547623726462,13.375015005057696,-3.046186588790609e-11,-0.14626878088694512,0.5890763397850789,-4.336739061248422,-0.5720841071950998,1.107460497367479,1.9138085624780392
1203125000.0,1.9980818673555787,0.48613783982968534,6.262028855576137,13.674499765412225,-3.038513295911571e-11,-0.08771479539457187,0.596523972409844,-4.394540868844473,-0.46525421753064305,1.149262251560809,1.867487986731668
1230468750.0,1.998214009060731,0.4972188862986611,6.273746496250303,13.973222310190287,-3.03070144043305e-11,-0.0283735373911408,0.5982960576515666,-4.451920743472067,-0.35418049936397744,1.1814157053031906,1.8218257527782349
1257812500.0,1.9983493490145454,0.5083021083814762,6.285698811594166,14.271169111497482,-3.022753306117048e-11,0.029658720943692634,0.5943130039494356,-4.5088929847828645,-0.24282206725559446,1.2027205949408104,1.7768058268112994
1285156250.0,1.9984879023862208,0.5193875530237159,6.2978840433648315,14.56832686733208,-3.014671197989539e-11,0.08734504001029932,0.5847011523305019,-4.565471119333232,-0.1291284949650627,1.2138841060434986,1.7324129240315997
1312500000.0,1.9986296846693308,0.5304752670791509,6.31030041005661,14.86468250360167,-3.006457440788902e-11,0.14270758557542834,0.5697769330073499,-4.6216679578667685,-0.017032953954073535,1.2144759365206843,1.688632452189842
1339843750.0,1.9987747116812487,0.5415652973078076,6.32294610772856,15.160223175987396,-2.99811437742153e-11,0.19664280781666102,0.5494871684808607,-4.677495647251739,0.09546148973277516,1.2047959774315502,1.645450460476824
1367187500.0,1.998922999562541,0.5526576903740354,6.335819310833394,15.454936271656535,-2.9896443674268124e-11,0.2473540575631841,0.5244976839074312,-4.732965717671768,0.20457403610335356,1.1851326057373635,1.6028535931616261
1394531250.0,1.999074564776372,0.5637524928445867,6.3489181730472,15.748809410824549,-2.981049785453015e-11,0.2956473829526403,0.4946040300786401,-4.788089125589529,0.31218690847551045,1.1554222853086262,1.5608290474576691
1421875000.0,1.9992294241078772,0.5748497511866938,6.362240828099136,16.041830448167598,-2.9723330197453756e-11,0.3399583162232625,0.46076720125154597,-4.842876292936563,0.4147827577692763,1.1166042999007164,1.5193645351625729
1449218750.0,1.999387594663533,0.5859495117661531,6.37578539060049,16.33398747408692,-2.9634964706485844e-11,0.3809854995305839,0.4226608296390062,-4.897337142927905,0.5140797747384859,1.0683010869703558,1.4784482476725826
1476562500.0,1.999549093870517,0.597051820845416,6.389549956872417,16.625268815826537,-2.954542549124028e-11,0.4174353585288643,0.381481526158765,-4.951481132847838,0.6069182530839262,1.012021580854018,1.4380688240245798
1503906250.0,1.9997139394760501,0.6081567245816792,6.403532605771696,16.915663038445715,-2.945473675284028e-11,0.44988845632090224,0.3368103418379551,-5.005317284116897,0.6948147430168639,0.94712702555628,1.3982153216548
1531250000.0,1.999882149546731,0.6192642690249834,6.4177313995138405,17.20515894564808,-2.93629227694472e-11,0.4773483667175376,0.29001688066671194,-5.058854209908793,0.7750433861027131,0.8756043700981873,1.3588771896050487
1558593750.0,2.0000537424678555,0.6303745001163156,6.432144384492969,17.493745580469206,-2.927000788197632e-11,0.500272655222297,0.2406179672674338,-5.112100140557123,0.8488927654964737,0.7966079908958562,1.3200442439358437
1585937500.0,2.0002287369427316,0.6414874636857163,6.446769592097823,17.78141222582449,-2.917601648001883e-11,0.5179760192077187,0.19009268792182127,-5.165062946965481,0.9141284424263099,0.7125039798754969,1.2817066451323444
1613281250.0,2.000407151991972,0.6526032054503889,6.461605039523313,18.068148404919576,-2.9080972987990582e-11,0.5307931941568458,0.13792020777183084,-5.2177501622079046,0.9717953321317373,0.6222939099689975,1.243854877315408
1640625000.0,2.0005890069527803,0.6637217710128186,6.476648730577025,18.353943881525552,-2.8984901851501404e-11,0.5383522061151371,0.08562675761348668,-5.2701690014887,1.0201891622134118,0.5286200296539485,1.2064797290883245
1667968750.0,2.0007743214782305,0.6748432058588928,6.491898656480188,18.63878866012101,-2.888782752396637e-11,0.5408694815988164,0.032677981045924724,-5.322326380611306,1.0601052565641262,0.4303833602678213,1.1695722758688796
1695312500.0,2.0009631155365244,0.6859675553560278,6.5073527966624445,18.92267298590364,-2.8789774453466244e-11,0.5382776215533611,-0.019412023041189597,-5.374228933090047,1.0903896846370833,0.3303982420564507,1.1331238635724001
1722656250.0,2.0011554094102477,0.6970948647512998,6.523009119550065,19.205587344673628,-2.869076706986731e-11,0.5306828485337054,-0.07116990225270448,-5.425883026024295,1.111591026409676,0.22751425364423986,1.09712609352577
1750000000.0,2.001351223695604,0.7082251791695814,6.538865583346906,19.487522462591656,-2.859082977220946e-11,0.5183037029606941,-0.12114823044776621,-5.477294774843589,1.1231079773812949,0.12461557363840113,1.061570808503319
1777343750.0,2.0015505793016497,0.7193585436116852,6.55492013680787,19.768469305814,-2.8489986916363964e-11,0.5011471121113706,-0.16984794534787856,-5.528470057019208,1.1252528631627496,0.0205452032993962,1.0264500797886615
1804687500.0,2.001753497449505,0.7304950029525085,6.571170720004166,20.04841908000757,-2.8388262802980064e-11,0.4796903388902254,-0.21593667393077412,-5.579414524830603,1.1179624748268626,-0.08184059674463544,0.991756195173561
1832031250.0,2.0019599996715627,0.7416346019391883,6.587615265080102,20.32736322974767,-2.82856816657156e-11,0.4538539607668686,-0.25987504610587236,-5.63013361726412,1.1013298015204347,-0.18366564568489893,0.9574816478159838
1859375000.0,2.0021701078106817,0.7527773851892583,6.604251697000932,20.605293437801347,-2.8182267659765037e-11,0.42433963963326626,-0.3004868134232484,-5.680632571115494,1.0757998197254879,-0.28219243127203125,0.9236191258854388
1886718750.0,2.002383844019366,0.7639233971888112,6.621077934291294,20.882201624299295,-2.807804485069007e-11,0.3909958534424297,-0.33818114179252023,-5.730916431360081,1.0412682667150184,-0.3784775740288855,0.8901615029312161
1914062500.0,2.0026012307589425,0.7750726822906722,6.638091889763992,21.158079945799308,-2.7973037203550437e-11,0.3547088319487211,-0.3719708162749117,-5.780990060849671,0.9986447617256222,-0.46998408866786,0.8571018289143182
1941406250.0,2.0028222907987145,0.7862252847125687,6.6552914712386,21.432920794244193,-2.7867268572348415e-11,0.3152698301299126,-0.40220574266604053,-5.830858149387284,0.9476537679411511,-0.5576735149436238,0.8244333218513172
1968750000.0,2.003047047215114,0.7973812485353152,6.672674582249705,21.706716795817417,-2.7760762689788685e-11,0.2737059767383519,-0.4281119365288044,-5.880525222229003,0.8896143789730941,-0.639280336878361,0.7921493600207009
1996093750.0,2.0032755233908413,0.8085406177009996,6.690239122744339,21.979460809699408,-2.7653543157349517e-11,0.22976619646348273,-0.4499754226932919,-5.9299956480566065,0.8241084036926088,-0.7156494479935257,0.7602434746877329
2023437500.0,2.003507743013982,0.8197034360111713,6.707982989768341,22.251145926727734,-2.754563343567656e-11,0.18457269857110598,-0.46725068721662405,-5.979273646460044,0.7527998245262444,-0.7848454945545206,0.7287093433082992
2050781250.0,2.0037437300771366,0.8308697471250467,6.7259040781414425,22.52176546796429,-2.7437056835302816e-11,0.1378464561186698,-0.4801581588981302,-6.028363294966081,0.6751578602248551,-0.8475814502001069,0.697540783175363
2078125000.0,2.0039835088765123,0.842039594557709,6.7440002811206545,22.79131298317276,-2.732783650768282e-11,0.09075844595190294,-0.48838712799604583,-6.077268535647238,0.5931197282238682,-0.9022975454196103,0.666731745473417
2105468750.0,2.0042271040110236,0.8532130216783208,6.762269491051866,23.059782249209295,-2.721799543655673e-11,0.043015111670754336,-0.4920932830402658,-6.125993181339932,0.506072449662977,-0.949565642164634,0.6362763097119333
2132812500.0,2.004474540381369,0.8643900717083408,6.780709600009333,23.32716726832997,-2.7107556429638142e-11,-0.004209035542724553,-0.49119847546048756,-6.174540921500876,0.4161501808413668,-0.9882330868692886,0.6061686785084571
2160156250.0,2.00472584318911,0.8755707877197472,6.799318500422925,23.5934622664178,-2.6996542110627776e-11,-0.05120996638947434,-0.485796698897775,-6.22291532772643,0.32268745527575277,-1.018727147427062,0.5764031726964949
2187500000.0,2.0049810379357247,0.8867552126332678,6.818094085692838,23.858661691132955,-2.688497491155365e-11,-0.09685233944511847,-0.47603213012610285,-6.271119858958793,0.22793686870306298,-1.0403197112096731,0.5469742267340484
2214843750.0,2.0052401504216593,0.8979433892166159,6.837034250791718,24.12276020998901,-2.6772877065427067e-11,-0.1414239894312184,-0.461941894124194,-6.319157866399436,0.13120860819073435,-1.053295169646068,0.5178763843922806
2242187500.0,2.0055032067453706,0.9091353600827334,6.856136892853984,24.38575270835855,-2.6660270599231952e-11,-0.18386763289459904,-0.4438750717374811,-6.367032598151332,0.034795395789005035,-1.057353446403041,0.48910429470265127
2269531250.0,2.0057702333023486,0.9203311676880395,6.875399911752194,24.64763428741139,-2.6547177327226537e-11,-0.22445415074138092,-0.42181810759380134,-6.414747203607124,-0.06199110278445787,-1.0526423547238164,0.4606527081450681
2296875000.0,2.006041256784141,0.9315308543306863,6.894821210660428,24.908400261988323,-2.643361884457338e-11,-0.26223829732295895,-0.396301374312644,-6.462304737598689,-0.15689388575279933,-1.039279972134899,0.43251647306173746
2324218750.0,2.0063163041773517,0.9427344621488243,6.914398696604469,25.168046158413926,-2.6319616521276023e-11,-0.29746699678839517,-0.36726777382289,-6.509708164327133,-0.250576898391711,-1.0172877118441181,0.4046905322773384
2351562500.0,2.006595402762646,0.9539420331188674,6.934130280998797,25.426567712250943,-2.6205191496432702e-11,-0.32933523871816583,-0.3354003082692885,-6.55696036108372,-0.3408901240005101,-0.9871794438588232,0.3771699199150744
2378906250.0,2.0068785801137303,0.965153609053773,6.954013880170262,25.683960865999946,-2.6090364672810978e-11,-0.35806080732066825,-0.3006060311901287,-6.604064121777151,-0.42845356868359497,-0.9488634854947198,0.3499497583931089
2406250000.0,2.0071658640963297,0.9763692316013239,6.974047415868435,25.94022176674691,-2.5975156711713623e-11,-0.3830007033721662,-0.2636881066663473,-6.651022160279383,-0.5112889836452664,-0.9032158689231325,0.3230252555890526
2433593750.0,2.0074572828671524,0.9875889422424188,6.994228815762576,26.19534676376181,-2.5859588028155292e-11,-0.40434014440564464,-0.22452562998298656,-6.697837113599844,-0.5899565382214571,-0.8500474666193992,0.2963917021627335
2460937500.0,2.0077528648728493,0.9988127822893692,7.014556013925177,26.449332406051216,-2.5743678786346044e-11,-0.42161310139806646,-0.18400695798034775,-6.744511544900353,-0.662706410538941,-0.7905530518986338,0.2700444690248235
2488281250.0,2.0080526388489486,1.0100407928842046,7.035026951302095,26.702175439867997,-2.562744889546285e-11,-0.4349704342349724,-0.14199099404233165,-6.7910479463597415,-0.7300268320818762,-0.7244632725553678,0.24397900494235042
2515625000.0,2.0083566338187975,1.0212730149969842,7.055639576169289,26.95387280618064,-2.5510918005705185e-11,-0.44413107483895414,-0.09941513562669038,-6.837448741896505,-0.7904435951400822,-0.6532401289924891,0.21819083427278338
2542968750.0,2.0086648790924864,1.032509489424115,7.076391844576188,27.204421638105316,-2.5394105504656023e-11,-0.4492112038448391,-0.05612546520833508,-6.883716289758995,-0.844364693032035,-0.5765520815121367,0.19267555481719156
2570312500.0,2.0089774042657567,1.0437502567866805,7.097281720775638,27.453819258303557,-2.5277030513905743e-11,-0.45011582255293825,-0.01307237645773496,-6.929852884991402,-0.8906282205267746,-0.4960706142970223,0.16742883578423365
2597656250.0,2.0092942392189124,1.0549953575287716,7.118307177640607,27.702063176347835,-2.5159711885958744e-11,-0.4469273800567368,0.029904112663488427,-6.97586076178034,-0.9295573101282004,-0.4114201498086536,0.14244641586026616
2625000000.0,2.009615414115707,1.0662448319158293,7.139466197067581,27.94915108605837,-2.504216820141918e-11,-0.4397314822729641,0.07187532620379684,-7.02174209569209,-0.9603278599547594,-0.32441965697049036,0.11772410137549266
2652343750.0,2.00994095940223,1.077498720032993,7.160756770366783,28.195080862813274,-2.492441776642539e-11,-0.428578842010633,0.11300133395070766,-7.067499005804285,-0.9831769615842567,-0.2346671441250623,0.09325776456249767
2679687500.0,2.0102709058057835,1.0887570617834592,7.1821768986393195,28.43985056083487,-2.4806478610356627e-11,-0.41372414366729476,0.1524074425275876,-7.113133556739265,-0.9976322883640425,-0.14406483550660518,0.06904334190005505
2707031250.0,2.0106052843337396,1.1000198968868413,7.203724593141212,28.683458410454673,-2.4688368483788655e-11,-0.395189174530514,0.19024872357472314,-7.15864776060492,-1.0038468239120601,-0.05220086606076473,0.045076832536292334
2734375000.0,2.0109441262724013,1.1112872648775447,7.225397875634599,28.92590281535946,-2.4570104856699048e-11,-0.3733807985018443,0.22573329891403573,-7.204043578845976,-1.0017024639521468,0.03900372523036418,0.02135429678862285
2761718750.0,2.011287463185843,1.1225592051031468,7.247194778726062,29.167182349820933,-2.445170491690917e-11,-0.3482952718403813,0.259007106878336,-7.2493229240136685,-0.9912727257528747,0.1299556834421101,-0.002128145287606554
2789062500.0,2.011635326914748,1.1338357567227804,7.269113346192259,29.407295755911107,-2.4333185568772412e-11,-0.320470200909094,0.2893856628385051,-7.294487661456376,-0.97278498938142,0.21877784971371306,-0.02537431526411786
2816406250.0,2.0119877495752276,1.1451169587055345,7.291151633292978,29.64624194070614,-2.4214563432079318e-11,-0.2898800669907124,0.31700260006472525,-7.339539610935334,-0.9462401969192248,0.30585876721196126,-0.04838797764235524
2843750000.0,2.0123447635576466,1.1564028498288537,7.313307707071777,29.88401997348017,-2.4095854841190387e-11,-0.25716819099328125,0.34130051007009193,-7.384480548170135,-0.9121919449920181,0.389424265289142,-0.07117284109835863
2871093750.0,2.012706401525419,1.1676934686769496,7.335579646644248,30.120629082892076,-2.3977075844395365e-11,-0.22229119217094467,0.36239848375819195,-7.429312206318172,-0.8705772480280477,0.46983377492079365,-0.09373255967392273
2898437500.0,2.0130726964138126,1.1789888536392246,7.357965543474235,30.356068654166705,-2.385824220346637e-11,-0.18597051081115432,0.37988052753751794,-7.474036277389957,-0.8222470653333865,0.5454699585331089,-0.11607073391572459
2925781250.0,2.013443681428731,1.190289042908694,7.380463501637911,30.59033822627282,-2.3739369393425945e-11,-0.14814879312510376,0.39384982314489686,-7.518654413604953,-0.76708438046993,0.6166545526659577,-0.13819091196704525
2953125000.0,2.013819390045494,1.2015940744804272,7.403071638076146,30.823437489099778,-2.3620472602507578e-11,-0.10959649950130579,0.40404053821334396,-7.5631682286901984,-0.7062002723438776,0.6819741658338834,-0.1600965906140508
2980468750.0,2.014199856007607,1.212903986149986,7.4257880828351155,31.05536628063469,-2.350156673231441e-11,-0.07024601568449503,0.41053935739504455,-7.60757929912531,-0.6394343377327212,0.7417066421156758,-0.18179121629019498
3007812500.0,2.014585113325517,1.224218815511882,7.448610979295415,31.286124584142218,-2.3382666398155874e-11,-0.030887284772356267,0.4132337137876126,-7.651889165336097,-0.568113551716082,0.7946816929423492,-0.20327818604068404
3035156250.0,2.0149751962753664,1.235538599958037,7.471538484389892,31.515712525348384,-2.3263785929561096e-11,0.008554152931539738,0.41219387427647564,-7.696099332839344,-0.4920450363526369,0.8411294188606068,-0.22456084844945023
3062500000.0,2.0153701393977332,1.2468633766762494,7.494568768810282,31.74413036963045,-2.3144939370974577e-11,0.04729781348696844,0.40745814184951956,-7.740211273341046,-0.4127220336402826,0.8801528835717726,-0.24564250453076283
3089843750.0,2.015769977496361,1.2581931826486747,7.517700017202893,31.971378519214444,-2.3026140482604623e-11,0.08542197316180963,0.3990809881454201,-7.784226425791437,-0.32992992969118845,0.9119328187737059,-0.2665264085885441
3117187500.0,2.0161747456368855,1.2695280546503105,7.540930428353542,32.19745751038173,-2.2907402741442778e-11,0.12218298496317245,0.38724401195782787,-7.828146197397268,-0.24527488854652313,0.9358663245201451,-0.28721576904372464
3144531250.0,2.0165844791455485,1.2808680292474957,7.564258215361907,32.4223680106866,-2.278873934242664e-11,0.1576603554012757,0.3719869262938196,-7.871971964594176,-0.1585307355090144,0.9520851707224675,-0.30771374923226935
3171875000.0,2.0169992136079005,1.2922131427964059,7.587681605805444,32.646110816185754,-2.2670163199755873e-11,0.1911722139587845,0.3536223552936199,-7.91570507398216,-0.07136124987848624,0.9602912599564328,-0.328023468176716
3199218750.0,2.0174189848674993,1.3035634314415756,7.611198841893194,32.86868684868179,-2.2551686948346523e-11,0.22279717947191277,0.33217657657907873,-7.959346843223459,0.016462021631629072,0.9605695877068373,-0.3481480013302662
3226562500.0,2.0178438290246,1.3149189311144112,7.634808180609554,33.09009715298133,-2.2433322945420322e-11,0.25193690437064403,0.30807689306904545,-8.002898561906862,0.1032731888524669,0.9529276625477661,-0.36809038129730565
3253906250.0,2.0182737824348305,1.3262796775317283,7.6585078938482845,33.31034289416976,-2.2315083272223646e-11,0.27866746856344005,0.2813376369491582,-8.046361492378736,0.1892948554086054,0.937407377011557,-0.38785359853045087
3281250000.0,2.0187088817078673,1.337645706194286,7.6822962685369305,33.52942535490323,-2.2196979735864974e-11,0.3024919855626439,0.25248109933604473,-8.089736870543144,0.27291299947868386,0.9143129433390942,-0.40744060200621485
3308593750.0,2.0191491637060928,1.3490170523853362,7.706171606751871,33.7473459327196,-2.2079023871276475e-11,0.32348278622360116,0.22151121613031716,-8.133025906631197,0.3543375894222895,0.8836479815698076,-0.42685429987932627
3335937500.0,2.019594665543252,1.3603937511691806,7.730132225824203,33.96410613736899,-2.1961226943280876e-11,0.3412581139348565,0.18902304706314818,-8.176229785942898,0.4320572944245228,0.8459953432462242,-0.4460975601186951
3363281250.0,2.020045424583098,1.3717758373897389,7.754176458436675,34.17970758816544,-2.184359994876502e-11,0.3558857367150013,0.15501164880515086,-8.219349669560653,0.5062641197806735,0.8013260264232122,-0.4651732111239767
3390625000.0,2.020501478438031,1.3831633456691204,7.778302652711865,34.3941520113603,-2.172615361895481e-11,0.3671081296752004,0.12012096854510808,-8.262386695037662,0.5755955980174959,0.7504751034006826,-0.48408404232579644
