frequency_hz,vga_av_port_real,vga_av_port_imag,vga_av_port_magnitude_db,vga_av_port_phase_deg,vga_av_port_group_delay_s
929687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
957031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
984375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1011718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1039062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1066406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1093750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1121093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1148437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1175781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1203125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1230468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1257812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1285156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1312500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1339843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1367187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1394531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1421875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1449218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1476562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1503906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1531250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1558593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1585937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1613281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1640625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1667968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1695312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1722656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1750000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1777343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1804687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1832031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1859375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1886718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1914062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1941406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1968750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
1996093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2023437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2050781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2078125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2105468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2132812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2160156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2187500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2214843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2242187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2269531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2296875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2324218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2351562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2378906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2406250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2433593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2460937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2488281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2515625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2542968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2570312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2597656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2625000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2652343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2679687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2707031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2734375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2761718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2789062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2816406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2843750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2871093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2898437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2925781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2953125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
2980468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3007812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3035156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3062500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3089843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3117187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3144531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3171875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3199218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3226562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3253906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3281250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3308593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3335937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3363281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3390625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3417968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3445312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3472656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3500000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3527343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3554687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3582031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3609375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3636718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3664062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3691406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3718750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3746093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3773437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3800781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3828125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3855468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3882812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3910156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3937500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3964843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
3992187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4019531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4046875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4074218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4101562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4128906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4156250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4183593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4210937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4238281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4265625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4292968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4320312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4347656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4375000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4402343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4429687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4457031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4484375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4511718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4539062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4566406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4593750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4621093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4648437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4675781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4703125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4730468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4757812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4785156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4812500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4839843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4867187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4894531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4921875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4949218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
4976562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5003906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5031250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5058593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5085937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5113281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5140625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5167968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5195312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5222656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5250000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5277343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5304687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5332031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5359375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5386718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5414062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5441406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5468750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5496093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5523437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5550781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5578125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5605468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5632812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5660156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5687500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5714843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5742187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5769531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5796875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5824218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5851562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5878906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5906250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5933593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5960937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
5988281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6015625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6042968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6070312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6097656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6125000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6152343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6179687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6207031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6234375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6261718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6289062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6316406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6343750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6371093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6398437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6425781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6453125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6480468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6507812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6535156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6562500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6589843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6617187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6644531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6671875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6699218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6726562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6753906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6781250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6808593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6835937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6863281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6890625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6917968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6945312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
6972656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7000000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7027343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7054687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7082031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7109375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7136718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7164062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7191406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7218750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7246093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7273437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7300781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7328125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7355468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7382812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7410156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7437500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7464843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7492187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7519531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7546875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7574218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7601562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7628906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7656250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7683593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7710937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7738281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7765625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7792968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7820312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7847656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7875000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7902343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7929687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7957031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
7984375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8011718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8039062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8066406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8093750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8121093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8148437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8175781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8203125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8230468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8257812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8285156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8312500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8339843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8367187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8394531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8421875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8449218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8476562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8503906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8531250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8558593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8585937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8613281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8640625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8667968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8695312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8722656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8750000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8777343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8804687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8832031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8859375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8886718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8914062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8941406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8968750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
8996093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9023437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9050781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9078125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9105468750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9132812500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9160156250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9187500000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9214843750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9242187500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9269531250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9296875000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9324218750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9351562500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9378906250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9406250000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9433593750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9460937500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9488281250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9515625000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9542968750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9570312500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9597656250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9625000000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9652343750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9679687500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9707031250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9734375000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9761718750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9789062500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9816406250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9843750000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9871093750.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9898437500.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9925781250.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
9953125000.0,0.21654147324079923,0.0,-13.289178256450265,0.0,-0.0
