frequency_hz,channel_sdd21_real,channel_sdd21_imag,channel_sdd21_db,afe_av_port_real,afe_av_port_imag,afe_av_port_db,channel_afe_real,channel_afe_imag,channel_afe_db,tx_pulse_real,tx_pulse_imag,tx_pulse_db,signal_path_real,signal_path_imag,signal_path_db,signal_path_group_delay_s
273437500.0,0.33328781514173356,-0.7226081103853254,-1.984294315790979,1.9954053756399923,0.11033647650432397,6.013881342009496,0.7447743307624876,-1.405122304759372,4.02958702621852,0.9999853491171666,0.0,-0.00012725688360596857,0.7447634191610303,-1.4051017184771184,4.029459769334914,5.68285355726881e-10
300781250.0,0.25232986424893894,-0.7453829455264221,-2.081226964769499,1.9954354541330221,0.12137201087845544,6.016791453671857,0.5939765842319533,-1.4567377733809443,3.9355644889023584,0.9999822724590427,0.0,-0.00015398082916416247,0.5939660544877287,-1.4567119490024028,3.9354105080731956,5.666375447505977e-10
328125000.0,0.17477670184160504,-0.7586389472377119,-2.1747008443708093,1.9954684114807815,0.1324080841114595,6.019976744973353,0.4492113171237978,-1.4906982066937227,3.8452759006025437,0.9999789027967206,0.0,-0.00018324991239349641,0.44920184002132507,-1.4906667571306278,3.84509265069015,5.625538676733766e-10
355468750.0,0.0938411446393831,-0.7647110529703496,-2.265140423366377,1.99550425156444,0.1434447450973241,6.023436680763216,0.29695418516600064,-1.512523138348215,3.7582962573968386,0.9999752401331624,0.0,-0.00021506413329510542,0.29694683261991905,-1.5124856884767206,3.7580811932635427,5.611276247521939e-10
382812500.0,0.017250026788880223,-0.7625079954598498,-2.3528898594039975,1.9955429786020211,0.15448204270574073,6.027170680726611,0.152216962557344,-1.5189526570927303,3.674280821322615,0.9999712844715877,0.0,-0.00024942349186901104,0.15221259156683084,-1.5189090395645486,3.674031397830746,5.579508309088174e-10
410156250.0,-0.06081262862195157,-0.7527935656366185,-2.4382327877312764,1.9955845971482462,0.1655200257800841,6.031178119722344,0.0032456654011914004,-1.5123289522740033,3.5929453319910687,0.9999670358154737,0.0,-0.0002863279881140805,0.003245558410478205,-1.5122790995833562,3.5926590040029547,5.567089657680855e-10
437500000.0,-0.1336698511474622,-0.736008662750273,-2.5214062500000614,1.9956291120943583,0.17655874313539313,6.0354583281455865,-0.13680668192724538,-1.4924008950517744,3.514052078145526,0.9999624941685551,0.0,-0.0003257776220328041,-0.13680155087889248,-1.4923449213153563,3.5137263005234938,5.541471110896028e-10
464843750.0,-0.2062221954497349,-0.7118167065051277,-2.602610754021925,1.9956765286679383,0.1875982435563536,6.040010592315207,-0.2780172312749777,-1.4592428155347033,3.437399838293283,0.9999576595348243,0.0,-0.0003677723936225686,-0.27800545989607867,-1.4591810305150892,3.4370320658996603,5.530565625443479e-10
492187500.0,-0.2728297676395533,-0.6817799833613272,-2.682017702171613,1.9957268524327056,0.1986385757952816,6.0448341548852405,-0.4090658885206073,-1.4148411367238023,3.362816452713628,0.999952531918531,0.0,-0.00041231230288524994,-0.4090464709476848,-1.4147739769294585,3.362404140410742,5.509345751873607e-10
519531250.0,-0.3375341756840472,-0.6447957565919137,-2.759774983763759,1.995780089288312,0.20967978857010916,6.049928215279982,-0.5384433493714684,-1.3576446272563514,3.290153231516224,0.9999471113241826,0.0,-0.0004593973498194443,-0.5384148718157175,-1.3575728232297852,3.2896938341664046,5.499688137071843e-10
546875000.0,-0.39570923238134076,-0.6032313034459207,-2.8360112573450724,1.995836245470114,0.2207219305623702,6.055291930152176,-0.6566244507815974,-1.2912926055321126,3.2192806728071037,0.999941397756544,0.0,-0.0005090275344252324,-0.6565859711156735,-1.2912169328884702,3.2187716452726782,5.481745941937178e-10
574218750.0,-0.45059764976066236,-0.5554680188503693,-2.9108392795542777,1.9958953275489404,0.2317650504151896,6.060924413863784,-0.7706076703689586,-1.2130888104400648,3.150085134309506,0.9999353912206375,0.0,-0.000561202856704119,-0.7705578823480087,-1.213010434252764,3.1495239314528014,5.473128041272954e-10
601562500.0,-0.4985514026039376,-0.5044224955276786,-2.9843585278361457,1.9959573424308414,0.2428091967312722,6.066824738988711,-0.8726089116542644,-1.1278586492312697,3.0824662111525676,0.9999290917217429,0.0,-0.000615923316655112,-0.8725470364587472,-1.1277786747163354,3.0818502878359126,5.457708425300909e-10
628906250.0,-0.5420786648246455,-0.44815401268798805,-3.0566572918927113,1.9960222973568293,0.25385441807089504,6.0729919368369565,-0.9682352258143658,-1.0321344659828677,3.016334644944246,0.9999224992653979,0.0,-0.000673188914277547,-0.9681601868730976,-1.0320544748035458,3.015661456029968,5.449966820741781e-10
656250000.0,-0.5784614821639009,-0.3899158516170051,-3.1278143597648196,1.996090199902605,0.264900762949901,6.079424997999501,-1.0513722889888932,-0.9315420981617301,2.9516106382346834,0.999915613857397,0.0,-0.0007329996495729472,-1.0512835677369858,-0.931463488917394,2.9508776385851103,5.436540172946105e-10
683593750.0,-0.6095418175221998,-0.3275977962009776,-3.1979003906250236,1.996161057978271,0.27594827983769327,6.086122872913357,-1.1263435910068336,-0.8221399794902856,2.8882224822883353,0.9999084355037928,0.0,-0.0007953555225401268,-1.126240457923367,-0.8220647006572518,2.8874271267657954,5.429545483836014e-10
710937500.0,-0.633471634232311,-0.26461054657037986,-3.266979042624359,1.996234879828032,0.2869970171552342,6.093084472446092,-1.1886157340626893,-0.7100292721112769,2.826105429821733,0.9999009642108951,0.0,-0.0008602565331789715,-1.1884980185655238,-0.7099589538020258,2.8252451732885535,5.417727877470768e-10
738281250.0,-0.651498079902398,-0.1987951550930138,-3.335107907181362,1.9963116740298823,0.29804702327304294,6.100308668499135,-1.2413429183006346,-0.5910341522357773,2.765200761317774,0.999893199985271,0.0,-0.000927702681491323,-1.2412103428586765,-0.5909710297796131,2.7642730586362827,5.411376532692415e-10
765625000.0,-0.6625719194060464,-0.1335683383669213,-3.40233928882813,1.9963914494952875,0.3090983465091998,6.10779429462927,-1.2814671620427152,-0.4714545733708508,2.7054550058011397,0.9998851428337456,0.0,-0.0009976939674741447,-1.281319976355835,-0.47140042343453575,2.704457311833666,5.400881889508203e-10
792968750.0,-0.6674187572998062,-0.0668173007969106,-3.4687208607168047,1.9964742154688404,0.32015103512734755,6.115540146687443,-1.3110927118547726,-0.3470738242011985,2.64681928597064,0.9998767927634008,0.0,-0.0010702303911300423,-1.3109311757448197,-0.34703106219442276,2.64574905557951,5.395090008002564e-10
820312500.0,-0.6657076285664287,-0.0018380194115741673,-3.5342962191900003,1.9965599815279182,0.3312051373346997,6.123544983474359,-1.328516449121949,-0.22415550254652175,2.589248764284358,0.9998681497815763,0.0,-0.0011453119524575317,-1.328341283937953,-0.22412594759455012,2.5881034523319,5.385700137297259e-10
847656250.0,-0.6577164225340948,0.0633630101076584,-3.5991053557872537,1.996648757582314,0.34226070128004793,6.131807527411944,-1.3349153461688466,-0.09859680861179186,2.532702171624691,0.9998592138958692,0.0,-0.0012229386514576936,-1.334727408637915,-0.09858292755122768,2.5314792329732327,5.380399006048232e-10
875000000.0,-0.6437443643207655,0.1257146643645818,-3.663185061228828,1.9967405538738725,0.3533177750517755,6.1403264652301415,-1.3298077040717042,0.023573242049470637,2.477141404001315,0.9998499851141338,0.0,-0.0013031104881302217,-1.3296082131207538,0.023569705712255088,2.475838293513185,5.371944133451348e-10
902343750.0,-0.6236946679566638,0.18703667533821935,-3.7265692729914908,1.9968353809760906,0.3643764066758683,6.14910044866804,-1.3135673315783425,0.14622182888254662,2.42253117567655,0.9998404634444822,0.0,-0.001385827462474286,-1.3133577695708218,0.1461985011556252,2.4211453482140763,5.367076852313224e-10
929687500.0,-0.5984032012533623,0.24456563415744118,-3.7892893758112125,1.9969332497937307,0.37543664411393407,6.158128095188843,-1.2867901503195145,0.2637187569002862,2.368838719377628,0.9998306488952835,0.0,-0.001471089574490358,-1.2865722309860195,0.26367409583747065,2.3673676298031383,5.359422560975039e-10
957031250.0,-0.5674694627584764,0.29990919831669255,-3.851374462679191,1.9970341715624031,0.3864985352612212,6.167407988707664,-1.2491703743076048,0.3796028012426973,2.316033526028473,0.9998205414751643,0.0,-0.0015588968241791409,-1.2489462000349631,0.37953467828396276,2.314474629204295,5.354941532058109e-10
984375000.0,-0.5321691520725667,0.35067440890572305,-3.912851562500057,1.9971381578481395,0.3975621279446401,6.17693868033156,-1.2022301842541003,0.4887749424819966,2.264087117831501,0.9998101411930087,0.0,-0.0016492492115395305,-1.2020019302655889,0.4886821442545297,2.2624378686199615,5.347979763219676e-10
1011718750.0,-0.49186574380638926,0.3982326011802722,-3.973745839471943,1.997245220546963,0.40862746992078963,6.186718689110915,-1.1451052862283575,0.5943783049409714,2.212972849638973,0.999799448057958,0.0,-0.0017421467365723595,-1.1448756331393617,0.5942591012176078,2.2112307029024008,5.343844792924292e-10
1039062500.0,-0.4481769403326351,0.4406049542588067,-4.034080768369679,1.997355371884436,0.4196946088739852,6.196746502801457,-1.080088143273709,0.6919472265884791,2.162665734431778,0.9997884620794109,0.0,-0.0018375893992764235,-1.079859663673828,0.6918008535110091,2.160828145032501,5.337487495299078e-10
1066406250.0,-0.40029356930948357,0.47891437516981733,-4.093878289193659,1.9974686244151976,0.43076359241429024,6.2070205786360555,-1.0058727219578594,0.784184542247027,2.113142289442397,0.9997771832670231,0.0,-0.0019355771996541489,-1.0056485966841622,0.7840098128092726,2.1112067122427423,5.333664343987838e-10
1093750000.0,-0.35007870178090605,0.5116219740685581,-4.153158944082048,1.9975849910224939,0.44183446807555055,6.21753934410561,-0.925364183122522,0.8673315394907053,2.0643804000235617,0.9997656116307084,0.0,-0.0020361101377027882,-0.9251472885206391,0.8671282470655289,2.062344289885858,5.327838897946722e-10
1121093750.0,-0.2966087025230932,0.5396004867648851,-4.21194199890759,1.99770448491769,0.4529072833134329,6.228301197748162,-0.8369255258312903,0.9436260708071234,2.0163591988405756,0.9997537471806371,0.0,-0.0021391882134239415,-0.8367194305609577,0.9433937002267628,2.0142200106271506,5.324298159813101e-10
1148437500.0,-0.24189868652990698,0.5617601463105578,-4.270245551604651,1.9978271196397732,0.4639820855034665,6.239304509945507,-0.7439184003925935,1.0100629979753437,1.9690589583408546,0.9997415899272372,0.0,-0.002244811426817636,-0.7437261643846185,1.009801987522542,1.9668141469140372,5.318944018890365e-10
1175781250.0,-0.1849628528023556,0.5787304535929657,-4.328086628953284,1.9979529090548402,0.4750589219390867,6.250547623726462,-0.6444781352007416,1.068407939863628,1.9224609947731768,0.9997291398811937,0.0,-0.002352979777883162,-0.6443035717764731,1.068118550762103,1.9201080149952945,5.315660247909025e-10
1203125000.0,-0.1278803022140245,0.5898648201784544,-4.385481273289093,1.9980818673555787,0.48613783982968534,6.262028855576137,-0.5422709225188734,1.1164307475144357,1.8765475822870457,0.9997163970534492,0.0,-0.002463693266620862,-0.5421171328874183,1.1161141244648207,1.8740838890204257,5.310726432800266e-10
1230468750.0,-0.06964897640612583,0.5955635241087398,-4.442444620392588,1.998214009060731,0.4972188862986611,6.273746496250303,-0.43529899254891435,1.1554325906791667,1.8313018758577133,0.9997033614552032,0.0,-0.002576951893030067,-0.43516986608921315,1.155089844836857,1.8287249239646843,5.307677454022945e-10
1257812500.0,-0.012330920270245923,0.595603713712984,-4.498990969629642,1.9983493490145454,0.5083021083814762,6.285698811594166,-0.3273881099349431,1.1839564607973374,1.7867078419645246,0.9996900330979126,0.0,-0.002692755657111843,-0.32728663045672635,1.1835894734809778,1.7840150863074142,5.303120654799623e-10
1285156250.0,0.04505297083879508,0.5901760082699425,-4.555133847264395,1.9984879023862208,0.5193875530237159,6.2978840433648315,-0.21649225560073862,1.202859565086481,1.742750196100438,0.9996764119932914,0.0,-0.0028111045588659553,-0.21642220130328094,1.2024703341574643,1.7399390915415716,5.300287016678264e-10
1312500000.0,0.10053023367357042,0.5794501508375519,-4.610886063741788,1.9986296846693308,0.5304752670791509,6.31030041005661,-0.10646126429786248,1.2114350748075693,1.6994143463148237,0.9996624981533109,0.0,-0.0029319985982916795,-0.10642533342456109,1.2110262132326777,1.6964823477165307,5.296070136274368e-10
1339843750.0,0.15502462656862237,0.5634307817084266,-4.666259765624962,1.9987747116812487,0.5415652973078076,6.32294610772856,0.00472474446489693,1.2101271562392688,1.6566863421036002,0.9996482915901993,0.0,-0.003055437775390548,0.004723082732534467,1.2097015443414914,1.6536309043282107,5.293434671376182e-10
1367187500.0,0.20671605963374082,0.5426393226540291,-4.721266482786,1.998922999562541,0.5526576903740354,6.335819310833394,0.11331569121671954,1.198937442600582,1.6145528280473944,0.9996337923164424,0.0,-0.003181422090160404,0.11327419413992834,1.198498382496997,1.611371405957236,5.289525694109528e-10
1394531250.0,0.25644731535701765,0.5169208934080582,-4.775917171369558,1.999074564776372,0.5637524928445867,6.3489181730472,0.2212418630731553,1.177936223329348,1.5730010016776426,0.9996190003447828,0.0,-0.00330995154260296,0.22115756999960481,1.1774874300343916,1.5696910501350385,5.287073163920449e-10
1421875000.0,0.3026028226021372,0.48709992185072354,-4.83022225298273,1.9992294241078772,0.5748497511866938,6.362240828099136,0.3249631978853425,1.1477756535258439,1.5320185751164062,0.9996039156882202,0.0,-0.003441026132717847,0.3248344850607543,1.1473210375960394,1.5285775489836884,5.283444266767403e-10
1449218750.0,0.34592530504010865,0.45289001953015456,-4.8841916505096465,1.999387594663533,0.5859495117661531,6.37578539060049,0.4262680777499342,1.1081974503913254,1.491593740090841,0.9995885383600115,0.0,-0.003574645860504379,0.42609268478758844,1.1077414696509564,1.4880190942303368,5.281161072320688e-10
1476562500.0,0.3850446158281185,0.4153642557745049,-4.937834820897234,1.999549093870517,0.597051820845416,6.389549956872417,0.5219216274545664,1.0604328102470149,1.4517151359751845,0.9995728683736707,0.0,-0.003710810725963316,0.5216986982210152,1.059979865856161,1.4480043252492212,5.277787919770658e-10
1503906250.0,0.4205905248986295,0.3741332003141451,-4.9911607852222195,1.9997139394760501,0.6081567245816792,6.403532605771696,0.6135291137910265,1.003944331901421,1.4123718205494773,0.9995569057429686,0.0,-0.003849520729094758,0.6132572625641841,1.0034994899335763,1.4085222998203826,5.275661864240351e-10
1531250000.0,0.45146770448371787,0.33046057185026106,-5.044178156308057,1.999882149546731,0.6192642690249834,6.4177313995138405,0.6982397788253961,0.9404600167778387,1.373553243205786,0.9995406504819335,0.0,-0.0039907758698979725,0.6979190427194978,0.940028016922371,1.3695624673358873,5.272523043610444e-10
1558593750.0,0.4781857851119909,0.283881853908343,-5.09689516413162,2.0000537424678555,0.6303745001163156,6.432144384492969,0.7774453873586025,0.8692150895807935,1.3352492203613466,0.9995241026048504,0.0,-0.004134576148373145,0.7770754031238875,0.8688014323838372,1.331114644212973,5.270543136249176e-10
1585937500.0,0.4999421883317114,0.2357918120441528,-5.149319679233325,2.0002287369427316,0.6414874636857163,6.446769592097823,0.8487412404450616,0.79234420476891,1.2974499128644972,0.9995072621262612,0.0,-0.004280921564520234,0.8483230334908902,0.7919537867701829,1.2931689912999769,5.267619701598729e-10
1613281250.0,0.5171243533164734,0.18567746652947845,-5.201459234317584,2.000407151991972,0.6526032054503889,6.461605039523313,0.913285545006452,0.7089075426001087,1.26014580520573,0.9994901290609649,0.0,-0.0044298121183397494,0.9128198872480123,0.7085460912456741,1.2557159930873891,5.265775994823763e-10
1640625000.0,0.5292292656477715,0.1350053396018149,-5.253321044212596,2.0005890069527803,0.6637217710128186,6.476648730577025,0.9691642679159208,0.6213511837548701,1.2233276863644318,0.9994727034240175,0.0,-0.004581247809831594,0.9686532309158842,0.6210235474031934,1.2187464385545999,5.263051095665492e-10
1667968750.0,0.5365246070598462,0.08323860383721064,-5.304912024339236,2.0007743214782305,0.6748432058588928,6.491898656480188,1.0172916503818163,0.5286116469636397,1.1869866321409481,0.999454985230732,0.0,-0.004735228638994884,1.0167372114077051,0.5283235458088374,1.182251403501953,5.261334548904286e-10
1695312500.0,0.5388032557996677,0.03185834542884963,-5.3562388078228205,2.0009631155365244,0.6859675553560278,6.5073527966624445,1.05627165005461,0.4333489263239163,1.1511139888396267,0.9994369744966779,0.0,-0.004891754605830637,1.0556769421771932,0.4331049398265587,1.1462222342337953,5.258793125732175e-10
1722656250.0,0.5362193603306981,-0.019674029332056992,-5.407307761367218,2.0011554094102477,0.6970948647512998,6.523009119550065,1.0867729383726226,0.33442497224401474,1.1157013581828474,0.999418671237682,0.0,-0.005050825710338687,1.0861411660054376,0.3342305613888119,1.1106505324725067,5.257195491004955e-10
1750000000.0,0.5288484144930765,-0.06991635719989822,-5.458125000000015,2.001351223695604,0.7082251791695814,6.538865583346906,1.107927946099981,0.2346165760695529,1.0807405833468906,0.9994000754698278,0.0,-0.005212441952519406,1.1072632729474523,0.23447582383038376,1.0755281413943723,5.254824023905875e-10
1777343750.0,0.5167403283987665,-0.11938983241223362,-5.508696400784063,2.0015505793016497,0.7193585436116852,6.55492013680787,1.1201659996211832,0.1327567818349275,1.0462237360238074,0.9993811872094557,0.0,-0.005376603332371575,1.119472826573085,0.13267463024029655,1.0408471326914368,5.253337749190105e-10
1804687500.0,0.5002314245437816,-0.16673959746702427,-5.55902761558391,2.001753497449505,0.7304950029525085,6.571170720004166,1.1231424463586368,0.031644983556108744,1.0121431044202542,0.9993620064731628,0.0,-0.005543309849896034,1.1224258887481438,0.03162479426144307,1.0065997945703566,5.251124048967078e-10
1832031250.0,0.4792790195099772,-0.21245343938449326,-5.609124082964531,2.0019599996715627,0.7416346019391883,6.587615265080102,1.117060247689311,-0.06987338258831609,0.9784911821155726,0.999342533277803,0.0,-0.005712561505092575,1.1163258177497661,-0.06982744316449693,0.9727786206104796,5.249742196176069e-10
1859375000.0,0.454451238706977,-0.25530592365978977,-5.658991039293813,2.0021701078106817,0.7527773851892583,6.604251697000932,1.102077211232591,-0.1690652735287694,0.9452606577071198,0.9993227676404871,0.0,-0.005884358297960695,1.1013308488824625,-0.16895077705466582,0.9393762994091586,5.247675229756604e-10
1886718750.0,0.4256260983408929,-0.29573869270767594,-5.7086335291127845,2.002383844019366,0.7639233971888112,6.621077934291294,1.0781885297242275,-0.26703664535246424,0.9124444051785103,0.9993027095785824,0.0,-0.006058700228502267,1.0774367191899685,-0.26685044325749246,0.9063857049500101,5.246391404805778e-10
1914062500.0,0.3935686648056692,-0.3326906816254715,-5.758056414832433,2.0026012307589425,0.7750726822906722,6.638091889763992,1.046020551508553,-0.3612024477887122,0.8800354749315559,0.9992823591097132,0.0,-0.006235587296714572,1.04526988438871,-0.36094323414250734,0.8737998876348408,5.244461148496741e-10
1941406250.0,0.358091931362391,-0.3665479153146811,-5.807264385808486,2.0028222907987145,0.7862252847125687,6.6552914712386,1.0053837413668436,-0.45258940474937337,0.848027085430113,0.9992617162517602,0.0,-0.00641501950259972,1.004641482889848,-0.4522552653472214,0.8416120659275134,5.243269441409591e-10
1968750000.0,0.3201186957493911,-0.3964408374497585,-5.856261966843263,2.003047047215114,0.7973812485353152,6.672674582249705,0.9573272982152458,-0.5388330035530795,0.8164126154064384,0.999240781022861,0.0,-0.006596996846156703,0.9566004771631075,-0.5384239113112732,0.8098156185602814,5.241466756903159e-10
1996093750.0,0.2794115789217407,-0.42269353681434,-5.9050535261582855,2.0032755233908413,0.8085406177009996,6.690239122744339,0.9015032703599981,-0.620856005581477,0.7851855965860524,0.9992195534414096,0.0,-0.006781519327385988,0.9007996952350876,-0.6203714606485408,0.7784040772586664,5.240361690306406e-10
2023437500.0,0.23700908060740672,-0.44464693211720735,-5.953643282876761,2.003507743013982,0.8197034360111713,6.707982989768341,0.8393281462298653,-0.6965764136644973,0.75433970689158,0.9991980335260566,0.0,-0.006968586946288323,0.8386550331959519,-0.6960177827341987,0.7473711199452919,5.238678219394209e-10
2050781250.0,0.19263792769101523,-0.4625598127760487,-6.0020353140522245,2.0037437300771366,0.8308697471250467,6.7259040781414425,0.7703239944573691,-0.7667942983683349,0.72386876408922,0.9991762212957097,0.0,-0.007158199702861596,0.7696894179553313,-0.7661626295547679,0.716710564386358,5.237654704041148e-10
2078125000.0,0.1474089947265291,-0.47599426992741006,-6.050233561277466,2.0039835088765123,0.842039594557709,6.7440002811206545,0.6962112165534982,-0.8297604571005589,0.6937667198431867,0.9991541167695325,0.0,-0.007350357597107358,0.6956223031605522,-0.8290585766445925,0.6864163622460799,5.236082778789272e-10
2105468750.0,0.1010269495280867,-0.48514311458644543,-6.098241836902694,2.0042271040110236,0.8532130216783208,6.762269491051866,0.616411373222478,-0.8861394707006776,0.6640276541491703,0.9991317199669454,0.0,-0.007545060629024785,0.6158761555349611,-0.8853700534917666,0.6564825935201448,5.235136075009206e-10
2132812500.0,0.05463188873869856,-0.48979219931201,-6.1460638298919035,2.004474540381369,0.8643900717083408,6.780709600009333,0.5328797443551632,-0.9345527313739155,0.6346457701174297,0.9991090309076252,0.0,-0.007742308798615254,0.5324049649729901,-0.9337200737750668,0.626903461318814,5.233668640781934e-10
2160156250.0,0.007919222965317918,-0.4900700355956202,-6.193703111342242,2.00472584318911,0.8755707877197472,6.799318500422925,0.4449668780408512,-0.9755222250412752,0.6056153890806849,0.9990860496115053,0.0,-0.00794210210587727,0.4445602003897985,-0.9746306461247134,0.5976732869748066,5.23279432493807e-10
2187500000.0,-0.037983325159210636,-0.48598111793697824,-6.241163139690196,2.0049810379357247,0.8867552126332678,6.818094085692838,0.35479044286999406,-1.008064837836521,0.576930946002644,0.9990627760987755,0.0,-0.00814444055081104,0.35445792478701027,-1.0071200553765165,0.5687865054518343,5.231424874149904e-10
2214843750.0,-0.08337813942267853,-0.47759333063160664,-6.288447265625027,2.0052401504216593,0.8979433892166159,6.837034250791718,0.2616585811367867,-1.0325581712558796,0.5485869851666904,0.9990392103898819,0.0,-0.008349324133417246,0.2614071822906322,-1.0315661000930942,0.5402376610332724,5.2306188093449e-10
2242187500.0,-0.1271886545450862,-0.465117597314155,-6.335558736730983,2.0055032067453706,0.9091353600827334,6.856136892853984,0.16777759976322051,-1.0484265361755252,0.5205781561229987,0.999015352505527,0.0,-0.008556752853695821,0.16761239796998495,-1.047394205613541,0.5120214032693053,5.229341324216314e-10
2269531250.0,-0.16970514674630055,-0.44856645462993067,-6.382500701875481,2.0057702333023486,0.9203311676880395,6.875399911752194,0.07244015719331151,-1.0559061782223762,0.4928992098767112,0.9989912024666697,0.0,-0.008766726711646656,0.07236707974142084,-1.0548409826743572,0.48413248316506363,5.228599634624315e-10
2296875000.0,-0.20993707954144966,-0.42833875039741515,-6.429276215358665,2.006041256784141,0.9315308543306863,6.894821210660428,-0.022131680788279078,-1.054828072237515,0.4655449953017644,0.9989667602945254,0.0,-0.00897924570726932,-0.022108813456939738,-1.0537381819908298,0.4565657495944941,5.227408537515091e-10
2324218750.0,-0.24815442070175459,-0.4043981677616605,-6.475888240843385,2.0063163041773517,0.9427344621488243,6.914398696604469,-0.11663617102885696,-1.0452943616897892,0.4385104557610875,0.9989420260105653,0.0,-0.009194309840564735,-0.11651277299368117,-1.0441884674438187,0.4293161459205242,5.226727585803884e-10
2351562500.0,-0.28348270489407823,-0.3773076354949118,-6.5223396550761485,2.006595402762646,0.9539420331188674,6.934130280998797,-0.20890547948788848,-1.027529834672027,0.4117906259226476,0.9989169996365174,0.0,-0.009411919111531037,-0.2086792347776696,-1.026417019487588,0.4023787068111174,5.225617695968072e-10
2378906250.0,-0.31616515521735566,-0.3469893069639727,-6.568633251414369,2.0068785801137303,0.965153609053773,6.954013880170262,-0.2996070958646982,-1.001513348289582,0.3853806287558909,0.9988916811943654,0.0,-0.00963207352017005,-0.2992750356860498,-1.0004033522115785,0.37574855523572065,5.224994063376955e-10
2406250000.0,-0.34546787410284807,-0.3141420805801159,-6.614771743172204,2.0071658640963297,0.9763692316013239,6.974047415868435,-0.3866926622115161,-0.9678394633973478,0.3592756726962313,0.9988660707063497,0.0,-0.009854773066481227,-0.3862541800741948,-0.9667420018782508,0.3494208996297505,5.223960559164238e-10
2433593750.0,-0.3716026622306827,-0.2786543680120121,-6.660757766794763,2.0074572828671524,0.9875889422424188,6.994228815762576,-0.47078049807159383,-0.9263774205953241,0.3334710489678133,0.9988401681949663,0.0,-0.010080017750465213,-0.47023447187674083,-0.9253029785994527,0.3233910312173483,5.223391027861402e-10
2460937500.0,-0.39399463638034704,-0.2413298062311646,-6.70659388487302,2.0077528648728493,0.9988127822893692,7.014556013925177,-0.5500005647260745,-0.878057488809973,0.3079621290521584,0.998813973682968,0.0,-0.010307807572120669,-0.549348249581927,-0.8770160895203774,0.2976543214800365,5.222429413564711e-10
