frequency_hz,tx_symbol_spectrum_real,tx_symbol_spectrum_imag,tx_symbol_spectrum_db_relative_to_dc,channel_sdd21_db,channel_output_symbol_spectrum_real,channel_output_symbol_spectrum_imag,channel_output_symbol_spectrum_db_relative_to_tx_dc
328125000.0,0.9997530255530549,-0.018405302107096577,-0.0006737852453808251,-2.1747008443708093,0.16077055744820903,-0.7616684008019635,-2.175374629616189
355468750.0,0.9997101521801303,-0.019938613258481133,-0.0007907629794154177,-2.265140423366377,0.07856666704853361,-0.7663604654295137,-2.2659311863457923
382812500.0,0.999663850311459,-0.021471813055263453,-0.0009170993073362065,-2.3528898594039975,0.0008717990660902441,-0.762622067985075,-2.353806958711334
410156250.0,0.9996141202640996,-0.02300489293601518,-0.0010527943157272216,-2.4382327877312764,-0.07810709764127104,-0.7511040898437173,-2.4392855820470056
437500000.0,0.9995609623785827,-0.02453784434026567,-0.0011978480975838627,-2.5214062500000614,-0.1516712310536125,-0.7324055572571936,-2.522604098097644
464843750.0,0.9995043770189073,-0.026070658708570327,-0.0013522607523197548,-2.602610754021925,-0.2246775174088124,-0.706087565311356,-2.603963014774244
492187500.0,0.9994443645725378,-0.02760332748257898,-0.0015160323857638996,-2.682017702171613,-0.29149756990677644,-0.6738701528256865,-2.6835337345573773
519531250.0,0.9993809254504007,-0.02913584210510422,-0.0016891631101606638,-2.759774983763759,-0.3561118842203645,-0.6345622375015112,-2.7614641468739176
546875000.0,0.9993140600868808,-0.03066819402018968,-0.0018716530441716323,-2.8360112573450724,-0.4139378142779921,-0.5906818355037929,-2.837882910389244
574218750.0,0.9992437689398166,-0.032200374673178406,-0.002063502312884159,-2.9108392795542777,-0.46814317214821766,-0.540538543532429,-2.9129027818671642
601562500.0,0.9991700524904975,-0.03373237551078113,-0.0022647110477947777,-2.9843585278361457,-0.5151530001442125,-0.4871865282097157,-2.98662323888394
628906250.0,0.9990929112436594,-0.035264187981144605,-0.0024752793868166667,-3.0566572918927113,-0.5573907387106645,-0.4286315332850257,-3.0591325712795268
656250000.0,0.9990123457274788,-0.036795803533919806,-0.0026952074742918803,-3.1278143597648196,-0.5922374292804131,-0.3682457945105888,-3.130509567239112
683593750.0,0.9989283564935689,-0.0383272136203302,-0.0029244954609803676,-3.1979003906250236,-0.6214445167080982,-0.30388468869926,-3.200824886086004
710937500.0,0.9988409441169759,-0.039858409693240116,-0.0031631435040566525,-3.266979042624359,-0.6432843607822795,-0.23905467623338938,-3.270142186128417
738281250.0,0.9987501091961718,-0.041389383207222775,-0.0034111517671228486,-3.335107907181362,-0.6589117872975003,-0.17158157916896724,-3.3385190589484854
765625000.0,0.9986558523530502,-0.04292012561862863,-0.003668520420201363,-3.40233928882813,-0.6674140947810214,-0.10495113278691501,-3.406007809248332
792968750.0,0.998558174232921,-0.04445062838565358,-0.003935249639736219,-3.4687208607168047,-0.6694265267455553,-0.03705377873258655,-3.4726561103565428
820312500.0,0.9984570755045036,-0.04598088296840704,-0.004211339608601071,-3.5342962191900003,-0.664765005714932,0.028774641073887892,-3.5385075587986
847656250.0,0.9983525568599219,-0.04751088082898021,-0.004496790516086911,-3.5991053557872537,-0.6536224397034838,0.0945073097216024,-3.6036021463033414
875000000.0,0.9982446190146977,-0.049040613431514134,-0.004791602557913817,-3.663185061228828,-0.6364492234464653,0.15706360575255301,-3.6679766637867446
902343750.0,0.9981332627077447,-0.050570072242267845,-0.005095775936229159,-3.7265692729914908,-0.613071935677201,0.2182278114170318,-3.73166504892772
929687500.0,0.9980184887013612,-0.0520992487296865,-0.005409310859604756,-3.7892893758112125,-0.5844757727442351,0.27525738181283904,-3.794698686670817
957031250.0,0.9979002977812238,-0.05362813436446939,-0.005732207543044611,-3.851374462679191,-0.5501943750839667,0.3297118069041004,-3.8571066702222367
984375000.0,0.9977786907563807,-0.055156720619638076,-0.0060644662079771235,-3.912851562500057,-0.5116449894154291,0.3792481578429763,-3.918916028708033
1011718750.0,0.9976536684592435,-0.0566849989706043,-0.006406087082264641,-3.973745839471943,-0.4681378491099139,0.42517962464890613,-3.9801519265542087
1039062500.0,0.9975252317455809,-0.05821296089523815,-0.006757070400200383,-4.034080768369679,-0.42141888729582117,0.46560426580699843,-4.040837838769878
1066406250.0,0.9973933814945104,-0.05974059787393589,-0.007117416402507245,-4.093878289193659,-0.37063952558102564,0.501579805252595,-4.100995705596166
1093750000.0,0.9972581186084907,-0.06126790138968809,-0.007487125336342337,-4.153158944082048,-0.3177728228468992,0.5316677546777148,-4.160646069418391
1121093750.0,0.997119444013313,-0.06279486292814733,-0.007866197455302421,-4.21194199890759,-0.26187016594697426,0.5566716401705486,-4.219808196362891
1148437500.0,0.9969773586580942,-0.06432147397769639,-0.00825463301941096,-4.270245551604651,-0.20503427292682752,0.5756214269389569,-4.278500184624062
1175781250.0,0.9968318635152669,-0.06584772602951586,-0.008652432295136953,-4.328086628953284,-0.14626878088694512,0.5890763397850789,-4.336739061248422
1203125000.0,0.9966829595805721,-0.06737361057765222,-0.009059595555377034,-4.385481273289093,-0.08771479539457187,0.596523972409844,-4.394540868844473
1230468750.0,0.9965306478730486,-0.06889911911908554,-0.009476123079479988,-4.442444620392588,-0.0283735373911408,0.5982960576515666,-4.451920743472067
1257812500.0,0.9963749294350256,-0.07042424315379726,-0.009902015153226796,-4.498990969629642,0.029658720943692634,0.5943130039494356,-4.5088929847828645
1285156250.0,0.996215805332113,-0.07194897418483806,-0.010337272068836697,-4.555133847264395,0.08734504001029932,0.5847011523305019,-4.565471119333232
1312500000.0,0.996053276653191,-0.07347330371839556,-0.010781894124981862,-4.610886063741788,0.14270758557542834,0.5697769330073499,-4.6216679578667685
1339843750.0,0.9958873445104012,-0.07499722326386189,-0.011235881626775008,-4.666259765624962,0.19664280781666102,0.5494871684808607,-4.677495647251739
1367187500.0,0.995718010039137,-0.07652072433390172,-0.011699234885768503,-4.721266482786,0.2473540575631841,0.5244976839074312,-4.732965717671768
1394531250.0,0.9955452743980324,-0.07804379844451949,-0.012171954219971772,-4.775917171369558,0.2956473829526403,0.4946040300786401,-4.788089125589529
1421875000.0,0.9953691387689527,-0.07956643711512729,-0.012654039953833901,-4.83022225298273,0.3399583162232625,0.46076720125154597,-4.842876292936563
1449218750.0,0.9951896043569834,-0.08108863186861232,-0.013145492418258988,-4.8841916505096465,0.3809854995305839,0.4226608296390062,-4.897337142927905
1476562500.0,0.9950066723904196,-0.08261037423140452,-0.01364631195060407,-4.937834820897234,0.4174353585288643,0.381481526158765,-4.951481132847838
1503906250.0,0.9948203441207549,-0.08413165573354396,-0.014156498894676975,-4.9911607852222195,0.44988845632090224,0.3368103418379551,-5.005317284116897
1531250000.0,0.9946306208226708,-0.08565246790874857,-0.014676053600737034,-5.044178156308057,0.4773483667175376,0.29001688066671194,-5.058854209908793
1558593750.0,0.9944375037940248,-0.08717280229448121,-0.015204976425502479,-5.09689516413162,0.500272655222297,0.2406179672674338,-5.112100140557123
1585937500.0,0.9942409943558389,-0.0886926504320174,-0.015743267732152958,-5.149319679233325,0.5179760192077187,0.19009268792182127,-5.165062946965481
1613281250.0,0.9940410938522879,-0.09021200386651249,-0.016290927890321372,-5.201459234317584,0.5307931941568458,0.13792020777183084,-5.2177501622079046
1640625000.0,0.9938378036506875,-0.09173085414706908,-0.016847957276106905,-5.253321044212596,0.5383522061151371,0.08562675761348668,-5.2701690014887
1667968750.0,0.993631125141482,-0.09324919282680424,-0.01741435627206768,-5.304912024339236,0.5408694815988164,0.032677981045924724,-5.322326380611306
1695312500.0,0.9934210597382324,-0.09476701146291693,-0.01799012526722694,-5.3562388078228205,0.5382776215533611,-0.019412023041189597,-5.374228933090047
1722656250.0,0.9932076088776024,-0.09628430161675494,-0.018575264657077182,-5.407307761367218,0.5306828485337054,-0.07116990225270448,-5.425883026024295
1750000000.0,0.9929907740193479,-0.09780105485388232,-0.01916977484357267,-5.458125000000015,0.5183037029606941,-0.12114823044776621,-5.477294774843589
1777343750.0,0.9927705566463014,-0.09931726274414633,-0.019773656235145064,-5.508696400784063,0.5011471121113706,-0.16984794534787856,-5.528470057019208
1804687500.0,0.992546958264361,-0.10083291686174463,-0.020386909246693893,-5.55902761558391,0.4796903388902254,-0.21593667393077412,-5.579414524830603
1832031250.0,0.9923199804024756,-0.10234800878529232,-0.021009534299589492,-5.609124082964531,0.4538539607668686,-0.25987504610587236,-5.63013361726412
1859375000.0,0.9920896246126321,-0.10386253009788889,-0.021641531821679768,-5.658991039293813,0.42433963963326626,-0.3004868134232484,-5.680632571115494
1886718750.0,0.9918558924698404,-0.10537647238718513,-0.022282902247295004,-5.7086335291127845,0.3909958534424297,-0.33818114179252023,-5.730916431360081
1914062500.0,0.9916187855721209,-0.10688982724545024,-0.02293364601723902,-5.758056414832433,0.3547088319487211,-0.3719708162749117,-5.780990060849671
1941406250.0,0.9913783055404897,-0.10840258626963853,-0.02359376357879577,-5.807264385808486,0.3152698301299126,-0.40220574266604053,-5.830858149387284
1968750000.0,0.9911344540189433,-0.10991474106145628,-0.02426325538573685,-5.856261966843263,0.2737059767383519,-0.4281119365288044,-5.880525222229003
1996093750.0,0.9908872326744449,-0.11142628322742855,-0.024942121898319267,-5.9050535261582855,0.22976619646348273,-0.4499754226932919,-5.9299956480566065
2023437500.0,0.9906366431969098,-0.1129372043789659,-0.025630363583282217,-5.953643282876761,0.18457269857110598,-0.46725068721662405,-5.979273646460044
2050781250.0,0.9903826872991898,-0.11444749613243108,-0.026327980913856307,-6.0020353140522245,0.1378464561186698,-0.4801581588981302,-6.028363294966081
2078125000.0,0.9901253667170569,-0.11595715010920553,-0.027034974369770877,-6.050233561277466,0.09075844595190294,-0.48838712799604583,-6.077268535647238
2105468750.0,0.9898646832091906,-0.11746615793575627,-0.027751344437236994,-6.098241836902694,0.043015111670754336,-0.4920932830402658,-6.125993181339932
2132812500.0,0.9896006385571593,-0.11897451124370212,-0.028477091608973028,-6.1460638298919035,-0.004209035542724553,-0.49119847546048756,-6.174540921500876
2160156250.0,0.9893332345654066,-0.12048220166988038,-0.029212216384188503,-6.193703111342242,-0.05120996638947434,-0.485796698897775,-6.22291532772643
2187500000.0,0.9890624730612336,-0.12198922085641317,-0.02995671926859601,-6.241163139690196,-0.09685233944511847,-0.47603213012610285,-6.271119858958793
2214843750.0,0.9887883558947842,-0.12349556045077385,-0.03071060077440946,-6.288447265625027,-0.1414239894312184,-0.461941894124194,-6.319157866399436
2242187500.0,0.9885108849390275,-0.1250012121058534,-0.03147386142034717,-6.335558736730983,-0.18386763289459904,-0.4438750717374811,-6.367032598151332
2269531250.0,0.9882300620897408,-0.12650616748002655,-0.032246501731642604,-6.382500701875481,-0.22445415074138092,-0.42181810759380134,-6.414747203607124
2296875000.0,0.9879458892654949,-0.1280104182372182,-0.03302852224002504,-6.429276215358665,-0.26223829732295895,-0.396301374312644,-6.462304737598689
2324218750.0,0.9876583684076339,-0.12951395604696947,-0.03381992348374861,-6.475888240843385,-0.29746699678839517,-0.36726777382289,-6.509708164327133
2351562500.0,0.9873675014802606,-0.13101677258450387,-0.03462070600757383,-6.5223396550761485,-0.32933523871816583,-0.3354003082692885,-6.55696036108372
2378906250.0,0.9870732904702174,-0.13251885953079315,-0.035430870362782974,-6.568633251414369,-0.35806080732066825,-0.3006060311901287,-6.604064121777151
2406250000.0,0.986775737387069,-0.13402020857262376,-0.0362504171071789,-6.614771743172204,-0.3830007033721662,-0.2636881066663473,-6.651022160279383
2433593750.0,0.9864748442630855,-0.13552081140266237,-0.037079346805079974,-6.660757766794763,-0.40434014440564464,-0.22452562998298656,-6.697837113599844
2460937500.0,0.9861706131532229,-0.13702065971952193,-0.03791766002733331,-6.70659388487302,-0.42161310139806646,-0.18400695798034775,-6.744511544900353
2488281250.0,0.9858630461351052,-0.13851974522782756,-0.038765357351313486,-6.752282589008426,-0.4349704342349724,-0.14199099404233165,-6.7910479463597415
2515625000.0,0.9855521453090065,-0.14001805963828218,-0.03962243936092692,-6.797826302535579,-0.44413107483895414,-0.09941513562669038,-6.837448741896505
2542968750.0,0.9852379127978318,-0.1415155946677323,-0.040488906646606586,-6.843227383112389,-0.4492112038448391,-0.05612546520833508,-6.883716289758995
2570312500.0,0.9849203507470985,-0.14301234203923388,-0.04136475980532212,-6.888488125186081,-0.45011582255293825,-0.01307237645773496,-6.929852884991402
2597656250.0,0.9845994613249159,-0.14450829348211733,-0.04224999944058992,-6.933610762339749,-0.4469273800567368,0.029904112663488427,-6.97586076178034
2625000000.0,0.9842752467219688,-0.1460034407320538,-0.0431446261624531,-6.978597469529635,-0.4397314822729641,0.07187532620379684,-7.02174209569209
2652343750.0,0.9839477091514949,-0.14749777553112015,-0.044048640587505954,-7.023450365216779,-0.428578842010633,0.11300133395070766,-7.067499005804285
2679687500.0,0.9836168508492672,-0.14899128962786454,-0.04496204333888746,-7.068171513400379,-0.41372414366729476,0.1524074425275876,-7.113133556739265
2707031250.0,0.9832826740735726,-0.15048397477737163,-0.04588483504628718,-7.112762925558632,-0.395189174530514,0.19024872357472314,-7.15864776060492
2734375000.0,0.9829451811051939,-0.1519758227413282,-0.0468170163459396,-7.1572265625000355,-0.3733807985018443,0.22573329891403573,-7.204043578845976
2761718750.0,0.982604374247387,-0.15346682528808794,-0.04775858788064154,-7.2015643361330275,-0.3482952718403813,0.259007106878336,-7.2493229240136685
2789062500.0,0.982260255825862,-0.15495697419273688,-0.048709550299746426,-7.245778111156628,-0.320470200909094,0.2893856628385051,-7.294487661456376
2816406250.0,0.9819128281887619,-0.15644626123715835,-0.04966990425916411,-7.2898697066761695,-0.2898800669907124,0.31700260006472525,-7.339539610935334
2843750000.0,0.9815620937066426,-0.1579346782100982,-0.0506396504213715,-7.333840897748765,-0.25716819099328125,0.34130051007009193,-7.384480548170135
2871093750.0,0.9812080547724508,-0.15942221690722952,-0.0516187894554065,-7.3776934168627655,-0.22229119217094467,0.36239848375819195,-7.429312206318172
2898437500.0,0.980850713801503,-0.16090886913121757,-0.052607322036882335,-7.421428955353075,-0.18597051081115432,0.37988052753751794,-7.474036277389957
2925781250.0,0.980490073231464,-0.16239462669178484,-0.05360524884798338,-7.465049164756971,-0.14814879312510376,0.39384982314489686,-7.518654413604953
2953125000.0,0.9801261355223261,-0.16387948140577546,-0.054612570577465755,-7.5085556581127335,-0.10959649950130579,0.40404053821334396,-7.5631682286901984
2980468750.0,0.9797589031563851,-0.16536342509721996,-0.05562928792067148,-7.551950011204639,-0.07024601568449503,0.41053935739504455,-7.60757929912531
3007812500.0,0.9793883786382207,-0.1668464495974002,-0.05665540157952026,-7.595233763756579,-0.030887284772356267,0.4132337137876126,-7.651889165336097
3035156250.0,0.9790145644946734,-0.16832854674491363,-0.057690912262509914,-7.638408420576834,0.008554152931539738,0.41219387427647564,-7.696099332839344
3062500000.0,0.9786374632748205,-0.16980970838573767,-0.05873582068474103,-7.681475452656304,0.04729781348696844,0.40745814184951956,-7.740211273341046
3089843750.0,0.9782570775499558,-0.1712899263732943,-0.05979012756789304,-7.724436298223546,0.08542197316180963,0.3990809881454201,-7.784226425791437
3117187500.0,0.9778734099135654,-0.17276919256851445,-0.06085383364024391,-7.767292363757025,0.12218298496317245,0.38724401195782787,-7.828146197397268
3144531250.0,0.9774864629813044,-0.17424749883990187,-0.06192693963667621,-7.8100450249575,0.1576603554012757,0.3719869262938196,-7.871971964594176
3171875000.0,0.9770962393909748,-0.1757248370635979,-0.06300944629866463,-7.852695627683495,0.1911722139587845,0.3536223552936199,-7.91570507398216
3199218750.0,0.976702741802501,-0.17720119912344504,-0.06410135437429457,-7.895245488849165,0.22279717947191277,0.33217657657907873,-7.959346843223459
3226562500.0,0.9763059728979072,-0.17867657691105127,-0.06520266461825243,-7.937695897288609,0.25193690437064403,0.30807689306904545,-8.002898561906862
3253906250.0,0.9759059353812922,-0.18015096232585395,-0.0663133777918461,-7.980048114586889,0.27866746856344005,0.2813376369491582,-8.046361492378736
3281250000.0,0.9755026319788068,-0.18162434727518365,-0.06743349466298833,-8.022303375880156,0.3024919855626439,0.25248109933604473,-8.089736870543144
3308593750.0,0.9750960654386279,-0.1830967236743278,-0.06856301600622285,-8.064462890624975,0.32348278622360116,0.22151121613031716,-8.133025906631197
3335937500.0,0.9746862385309366,-0.18456808344659503,-0.0697019426026999,-8.106527843340196,0.3412581139348565,0.18902304706314818,-8.176229785942898
3363281250.0,0.9742731540478908,-0.18603841852337807,-0.0708502752402072,-8.148499394320446,0.3558857367150013,0.15501164880515086,-8.219349669560653
3390625000.0,0.9738568148036022,-0.18750772084421755,-0.0720080147131579,-8.190378680324503,0.3671081296752004,0.12012096854510808,-8.262386695037662
3417968750.0,0.9734372236341107,-0.18897598235686586,-0.07317516182259712,-8.232166815237756,0.37498802147668625,0.08433859617750909,-8.305341977060351
3445312500.0,0.9730143833973595,-0.1904431950173501,-0.07435171737620537,-8.273864890711971,0.3793965230436508,0.04833271243551338,-8.34821660808818
3472656250.0,0.9725882969731693,-0.19190935079003557,-0.075537682188307,-8.315473976781515,0.38039111618084553,0.01208469597742381,-8.391011658969823
3500000000.0,0.9721589672632129,-0.19337444164768913,-0.07673305707986666,-8.356995122457647,0.3779712877270123,-0.023737585917002844,-8.433728179537512
3527343750.0,0.9717263971909899,-0.1948384595715422,-0.07793784287849657,-8.398429356302659,0.37218926179866,-0.05915789907172316,-8.476367199181155
3554687500.0,0.9712905897017995,-0.1963013965513538,-0.07915204041846471,-8.439777686983422,0.36316816804204816,-0.0935322882804531,-8.518929727401886
3582031250.0,0.9708515477627162,-0.19776324458547398,-0.08037565054068628,-8.481041103806295,0.3509550869997328,-0.12688879812700693,-8.561416754346983
3609375000.0,0.9704092743625619,-0.19922399568090604,-0.08160867409274158,-8.522220577232995,0.335787920142831,-0.15862925916691983,-8.603829251325738
3636718750.0,0.9699637725118796,-0.20068364185337007,-0.08285111192887322,-8.56331705937956,0.3177087766576955,-0.18878532442191634,-8.646168171308434
3664062500.0,0.9695150452429075,-0.20214217512736513,-0.08410296490998724,-8.604331484498442,0.29705778409462885,-0.2168240708681115,-8.688434449408428
3691406250.0,0.9690630956095514,-0.20359958753623228,-0.085364233903662,-8.645264769443829,0.2738722522268862,-0.2427802640628833,-8.73062900334749
3718750000.0,0.9686079266873577,-0.20505587112221701,-0.0866349197841492,-8.686117814122383,0.24857888468803382,-0.26620269513041545,-8.772752733906534
3746093750.0,0.968149541573486,-0.2065110179365317,-0.08791502343238548,-8.726891501927893,0.22121031640022548,-0.2871288874734609,-8.814806525360279
3773437500.0,0.9676879433866822,-0.20796502003941825,-0.08920454573597977,-8.767586700163204,0.1922617275583796,-0.3052023648770963,-8.856791245899185
3800781250.0,0.9672231352672503,-0.20941786950021002,-0.09050348758923162,-8.80820426044706,0.1617611215306015,-0.3204631531992307,-8.898707748036292
3828125000.0,0.9667551203770246,-0.2108695583973944,-0.09181184989313201,-8.848745019108408,0.13025231982567373,-0.33265875627081426,-8.940556869001542
3855468750.0,0.966283901899341,-0.21232007881867473,-0.09312963355537188,-8.889209797568098,0.09775863669052753,-0.34183149942132907,-8.982339431123473
3882812500.0,0.9658094830390107,-0.21376942286103248,-0.09445683949033014,-8.929599402708376,0.06485171066448293,-0.3478381611358718,-9.024056242198705
3910156250.0,0.9653318670222898,-0.2152175826307892,-0.09579346861909484,-8.96991462723004,0.03155000330839977,-0.3507231674892463,-9.065708095849134
3937500000.0,0.9648510570968515,-0.21666455024366826,-0.0971395218694607,-9.010156249999984,-0.0015680898864126212,-0.3504538730809243,-9.107295771869445
3964843750.0,0.9643670565317569,-0.2181103178248568,-0.09849500017593663,-9.050325036385807,-0.03448922092754985,-0.3470765644012686,-9.148820036561746
3992187500.0,0.9638798686174269,-0.21955487750906735,-0.09985990447974206,-9.090421738581522,-0.06664879907041417,-0.3406665776521629,-9.190281643061265
4019531250.0,0.9633894966656121,-0.2209982214405993,-0.10123423572882032,-9.130447095923175,-0.09803892699856849,-0.331271737431029,-9.231681331651998
4046875000.0,0.9628959440093642,-0.22244034177340066,-0.10261799487783388,-9.170401835193996,-0.12812819099729963,-0.3190690975953617,-9.273019830071831
4074218750.0,0.962399214003005,-0.2238812306711292,-0.10401118288818338,-9.210286670920922,-0.15691452629346772,-0.30410758438208724,-9.314297853809103
4101562500.0,0.9618993100220986,-0.22532088030721392,-0.10541380072799314,-9.250102305662002,-0.1839172529621148,-0.2866563796050287,-9.355516106389995
4128906250.0,0.9613962354634205,-0.22675928286491623,-0.10682584937212997,-9.28984943028534,-0.2091405261034761,-0.2667649386395728,-9.396675279657469
4156250000.0,0.9608899937449269,-0.2281964305373911,-0.10824732980220031,-9.329528724239383,-0.2321695984996197,-0.2447821009257874,-9.437776054041585
4183593750.0,0.9603805883057257,-0.22963231552774804,-0.1096782430065602,-9.369140855815651,-0.2530151936787852,-0.22075713230957367,-9.478819098822214
4210937500.0,0.9598680226060453,-0.23106693004911197,-0.11111858998031139,-9.40868648240348,-0.2713408950816008,-0.195103706902497,-9.519805072383791
4238281250.0,0.9593523001272032,-0.23250026632468423,-0.11256837172532078,-9.448166250737476,-0.28716425834394754,-0.16787003850965948,-9.560734622462796
4265625000.0,0.9588334243715774,-0.2339323165878033,-0.1140275892502019,-9.487580797137417,-0.30023646218422645,-0.1395180505320924,-9.60160838638762
4292968750.0,0.9583113988625723,-0.2353630730820051,-0.11549624357034603,-9.526930747741961,-0.3105820282958385,-0.11009391314958883,-9.642426991312306
4320312500.0,0.9577862271445904,-0.23679252806108397,-0.11697433570790539,-9.566216718735024,-0.31804564781042827,-0.08009008155916772,-9.683191054442931
4347656250.0,0.9572579127829989,-0.23822067378915282,-0.11846186669180955,-9.60543931656621,-0.3226587720649182,-0.04954958816333747,-9.72390118325802
4375000000.0,0.9567264593640991,-0.2396475025407037,-0.11995883755776719,-9.644599138164073,-0.32436208156552876,-0.01897721811157937,-9.764557975721841
4402343750.0,0.9561918704950942,-0.24107300660066774,-0.12146524934826664,-9.68369677114504,-0.3231937168022354,0.011588293803157389,-9.805162020493308
4429687500.0,0.9556541498040578,-0.2424971782644755,-0.12298110311259114,-9.722732794014844,-0.3191894122781147,0.04164787596543157,-9.845713897127435
4457031250.0,0.9551133009399008,-0.24392000983811704,-0.12450639990681563,-9.76170777636521,-0.31239352857697017,0.07116827134810243,-9.886214176272025
4484375000.0,0.9545693275723407,-0.24534149363820176,-0.12604114079380516,-9.800622279065227,-0.3029326498946495,0.09967339092988677,-9.926663419859032
4511718750.0,0.9540222333918673,-0.246761621992018,-0.12758532684323687,-9.839476854446694,-0.2908566458017989,0.12713660446718808,-9.96706218128993
4539062500.0,0.9534720221097113,-0.24818038723759336,-0.12913895913159454,-9.878272046485668,-0.27637572728171783,0.15312073071344914,-10.00741100561726
4566406250.0,0.9529186974578112,-0.24959778172375366,-0.1307020387421699,-9.917008390977728,-0.2595443184806233,0.17760682920757814,-10.047710429719896
4593750000.0,0.9523622631887797,-0.25101379781018285,-0.1322745667650767,-9.955686415709454,-0.24064636092795547,0.20021070270161728,-10.087960982474533
4621093750.0,0.9518027230758714,-0.25242842786748254,-0.13385654429724778,-9.99430664062494,-0.21973964717244265,0.22092202207676867,-10.128163184922187
4648437500.0,0.9512400809129482,-0.2538416642772307,-0.1354479724424483,-10.032869577988405,-0.1971697051433116,0.23942137567031718,-10.168317550430855
4675781250.0,0.9506743405144473,-0.2552534994320416,-0.1370488523112707,-10.071375732541268,-0.172996302123613,0.2557077727911655,-10.208424584852537
4703125000.0,0.9501055057153457,-0.2566639257356244,-0.13865918502115165,-10.109825601656595,-0.1476126489943407,0.26953577989509175,-10.248484786677746
4730468750.0,0.9495335803711275,-0.2580729356028423,-0.14027897169636702,-10.148219675488438,-0.12107892288498551,0.2809142295129901,-10.288498647184806
4757812500.0,0.9489585683577499,-0.2594805214597715,-0.14190821346803786,-10.186558437118071,-0.09382088807949632,0.2896780149661353,-10.32846665058611
4785156250.0,0.9483804735716075,-0.2608866757437599,-0.14354691147414783,-10.224842362695423,-0.06589744241451255,0.2958459945198117,-10.368389274169571
4812500000.0,0.9477992999294993,-0.2622913909034854,-0.14519506685953254,-10.263071921578158,-0.037751106240169,0.29933676307037904,-10.408266988437694
4839843750.0,0.9472150513685936,-0.26369465939901526,-0.14685268077589275,-10.301247576466315,-0.00943774051932228,0.30017909494524164,-10.448100257242208
4867187500.0,0.9466277318463932,-0.26509647370186373,-0.1485197543817975,-10.339369783533616,0.018599279748438162,0.29837566264879156,-10.487889537915411
4894531250.0,0.9460373453406999,-0.26649682629505095,-0.15019628884269023,-10.377438992555703,0.04630889414309774,0.29396471671233765,-10.527635281398393
4921875000.0,0.9454438958495801,-0.2678957096731608,-0.15188228533089976,-10.415455647035312,0.07326232869060748,0.28703046311691766,-10.56733793236621
4949218750.0,0.9448473873913288,-0.269293116342399,-0.1535777450256346,-10.453420184323585,0.09941502701187437,0.2776198537371803,-10.606997929349223
4976562500.0,0.9442478240044344,-0.2706890388206516,-0.15528266911299746,-10.491333035739622,0.12436730837070481,0.2658933395409021,-10.646615704852621
5003906250.0,0.9436452097475435,-0.27208346963754226,-0.15699705878598463,-10.529194626685268,0.14808269644930366,0.2519054729484604,-10.68619168547125
5031250000.0,0.9430395486994239,-0.2734764013344902,-0.15872091524449444,-10.567005376759228,0.17020366344990615,0.2358851812104919,-10.725726292003724
5058593750.0,0.9424308449589293,-0.2748678264647681,-0.1604542396953364,-10.604765699866538,0.19070319625448756,0.21789321358450342,-10.765219939561877
5085937500.0,0.9418191026449629,-0.2762577375935593,-0.16219703335222965,-10.64247600432629,0.20927714123814242,0.1982170655125265,-10.804673037678523
5113281250.0,0.9412043258964419,-0.27764612729801563,-0.1639492974358081,-10.68013669297704,0.22590907814913141,0.17692201291456555,-10.844085990412848
